name,mitra_brand_name,location,link
IT Business Analyst Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/322467a2-f328-11ee-af0a-42786e9b30fb
Trade and Network Analytics Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/f35d5bb0-f2ff-11ee-bf75-32cfa9fc582e
Network Insight Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/10a290b7-f329-11ee-af0a-42786e9b30fb
Data Engineering & Development Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/3b8befcf-fa5b-11ee-bf75-32cfa9fc582e
IT Risk Governance & Controls Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/6cecec2b-f3b3-11ee-af0a-42786e9b30fb
Network Roll-Out Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/d97b170b-f15d-11ee-9496-32b7bdeb41bc
IT Transformation Development Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/27c1f7fc-f15d-11ee-9496-32b7bdeb41bc
IT Core Charging Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/a00e2284-f2ff-11ee-bf75-32cfa9fc582e
Security Business Partner Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/a2141699-f3b2-11ee-af0a-42786e9b30fb
Security Governance Risk & Compliance Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/46da1635-f3b2-11ee-af0a-42786e9b30fb
IT Infrastructure Planning & Design Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/77933808-e803-11ee-91d0-16cd1757bbe4
CVM Data Science & Analytics Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/abf0e548-e807-11ee-a97f-624b48284b25
Data Governance & Architect Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/70b7085b-e7fe-11ee-a97f-624b48284b25
New Ventures & Technology Incubation Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/480da96d-e9a9-11ee-91d0-16cd1757bbe4
DevOps Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/886b41e7-e9aa-11ee-9c87-8a782fec29d6
Technology Procurement Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/8d581aff-e800-11ee-9c87-8a782fec29d6
IT Project Management Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/faa7b0bc-efbe-11ee-92bb-b27cd062ba27
Data Governance & Architect Intern,XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/3072f825-f28a-11ee-9129-da28f9df4d8d
"Fixed Connectivity, ICT & Cloud Intern",XL Axiata,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/6ee83872-f25f-11ee-af0a-42786e9b30fb
IT Analyst,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/1b1b1cd7-fca5-11ee-be48-1676ae1015eb
Intern Asset Management System,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/fb9a65c2-fd27-11ee-9fea-06679b4bd1c5
Technology Development Quality Assurance,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/fb0db7ef-fc9f-11ee-877d-ee833f3bb5c3
UI/UX Edukasi/Kampus Content & Community,Viva.co.id,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9a8226b5-3e8d-4516-8f5b-a11e40bb803b/ec05947c-0458-11ef-bb7f-6ac06bc5928b
UI/UX Digital/Gadget Content & Community,Viva.co.id,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9a8226b5-3e8d-4516-8f5b-a11e40bb803b/c37ad101-0456-11ef-bb7f-6ac06bc5928b
UI/UX Business Content & Community,Viva.co.id,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9a8226b5-3e8d-4516-8f5b-a11e40bb803b/613ea22b-03a4-11ef-82fe-beb9ecb1c67b
UI/UX Automotive Content & Community,Viva.co.id,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9a8226b5-3e8d-4516-8f5b-a11e40bb803b/0a1483af-03b7-11ef-bb7f-6ac06bc5928b
Data Analyst,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/9c3040cd-fcc7-11ee-877d-ee833f3bb5c3
Intern Business Support & System,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/960a6a81-fd12-11ee-877d-ee833f3bb5c3
Front End Developer,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/159b84fc-fc9e-11ee-be48-1676ae1015eb
IT Analyst,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/51883e26-fca2-11ee-877d-ee833f3bb5c3
QA Device Intern,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/fbe6ad54-fd23-11ee-877d-ee833f3bb5c3
Intern Back End Developer,Erajaya,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a748af00-6fc5-44c8-a820-fda83886973c/ffa1ba93-fd25-11ee-b3c3-42bfe4d30846
Human Capital Database,Bank Syariah Indonesia atau BSI,Kota Jakarta Pusat & 10 Kantor Regional Office (Bidang Branch Banking Operation),https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/22d8f215-4ba0-4596-9fc8-4e2a2107101e/99b57880-fd47-11ee-9648-aa9bf47860c9
IT & Development & Digital Ops,Bank Syariah Indonesia atau BSI,Kota Jakarta Pusat & 10 Kantor Regional Office (Bidang Branch Banking Operation),https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/22d8f215-4ba0-4596-9fc8-4e2a2107101e/b2455a67-fd42-11ee-8a41-f67d68bd6616
Full-stack Developer Pengembangan Aplikasi Knowledge Management,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/c3a51958-fb46-11ee-9129-da28f9df4d8d
Full-stack Developer Pengembangan Aplikasi  Kearsipan Pencatatan Sipil,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/5bff72f3-fae2-11ee-82ee-42fdda477ac9
Full-stack Developer Pengembangan Aplikasi Portal Adminduk,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/351dad9b-fab5-11ee-9129-da28f9df4d8d
Full-stack Developer Pengembangan Aplikasi Antrian Online,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/61276879-fad5-11ee-bf75-32cfa9fc582e
Full-stack Developer Pengembangan Aplikasi CS - Customer Service Digital,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/72046ca6-fad6-11ee-bf75-32cfa9fc582e
Full-stack Developer Pengembangan Aplikasi Pengaduan dan Saran,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/d83f3931-fb53-11ee-9129-da28f9df4d8d
IT Support,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/16424273-fafa-11ee-9129-da28f9df4d8d
Full-stack Developer Pengembangan Aplikasi  Survei Kepuasan,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/173ffd38-fad8-11ee-bf75-32cfa9fc582e
Full-stack Developer Pengembangan Aplikasi Mesin Pencari / Search Engine / FAQ - Frequently Asked Question,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/2c177a5a-fad9-11ee-bf75-32cfa9fc582e
Full-stack Developer Pengembangan Aplikasi Layanan Admindukcapil,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/aa5d01c0-fadc-11ee-82ee-42fdda477ac9
Full-stack Developer Pengembangan Aplikasi Kearsipan Pendaftaran Penduduk,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/2d5b8823-fade-11ee-9129-da28f9df4d8d
Full-stack Developer Pengembangan Aplikasi Layanan Kutipan,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/140f5c6e-fae5-11ee-bf75-32cfa9fc582e
Full-stack Developer Pengembangan Aplikasi Konsultasi Lanjutan,Disdukcapil Kota Semarang,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d5ae9b6-1c12-4bd7-9a44-f2724015e4a9/7786dfcd-fae6-11ee-9129-da28f9df4d8d
IT Infrastucture Support Officer,PT Bumitama Gunajaya Agro,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8816b5f5-7f39-459c-ba0c-86996423c5e5/f7b1114b-eb21-11ee-a97f-624b48284b25
Transportation and Mechanization Data Analyst Officer,PT Bumitama Gunajaya Agro,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8816b5f5-7f39-459c-ba0c-86996423c5e5/51aeb980-ea47-11ee-9c87-8a782fec29d6
Application Development Officer,PT Bumitama Gunajaya Agro,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8816b5f5-7f39-459c-ba0c-86996423c5e5/09bebd34-ea4a-11ee-91d0-16cd1757bbe4
Business Intelegence (BI) and Artificial Intelegence (AI) Officer,PT Bumitama Gunajaya Agro,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8816b5f5-7f39-459c-ba0c-86996423c5e5/dddf45ec-ea49-11ee-91d0-16cd1757bbe4
Statistical and Data Analysis Officer,PT Bumitama Gunajaya Agro,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8816b5f5-7f39-459c-ba0c-86996423c5e5/5b29386f-eb23-11ee-a97f-624b48284b25
Fullstack Developer (SISTER - SARPRAS),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/b0c69909-fc7d-11ee-a0c9-42fbd8755c1a
System Analyst ( SISTER - SARPRAS),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/fc9157b0-fc7f-11ee-be48-1676ae1015eb
UI/UX Designer (SISTER - SARPRAS),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/32d731c1-fc7f-11ee-b3c3-42bfe4d30846
Database Engineer (SISTER - SARPRAS),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/516ef31b-fc7e-11ee-877d-ee833f3bb5c3
UI/UX Engineer (Kedaireka),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/4a56834e-fc66-11ee-be48-1676ae1015eb
Quality Assurance (Intradikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/81b234e6-fc65-11ee-877d-ee833f3bb5c3
Quality Assurance (Backoffice),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/258411a0-fc65-11ee-b3c3-42bfe4d30846
Quality Assurance (Kedaireka),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/b4c9dc2c-fc64-11ee-8396-5671af9c94b6
 Front-End Developer (Intradikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/4a5634d6-fc64-11ee-b3c3-42bfe4d30846
 Front-End Developer (Kedaireka),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/fc3bc7b2-fc63-11ee-8396-5671af9c94b6
Back-End Developer (Intradikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/955147cd-fc63-11ee-be48-1676ae1015eb
Back-End Developer (Kedaireka),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/ee2e93cf-fc62-11ee-877d-ee833f3bb5c3
Fullstack Developer (Backoffice),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/4e73829b-fc7c-11ee-be48-1676ae1015eb
UI/UX Engineer (Intradikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/b5c7c2d1-fc7b-11ee-be48-1676ae1015eb
UI/UX Engineer  (Backoffice),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/430aed02-fc7b-11ee-8396-5671af9c94b6
Analis Data (Tim Penelitian),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/ce49c077-fc61-11ee-877d-ee833f3bb5c3
Pengelohan Data Laporan Keuangan,Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/8bb2f24f-fc5f-11ee-877d-ee833f3bb5c3
"IT, Analis Data (Tim Jurnal Publikasi)",Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/a02f0d84-fc5d-11ee-be48-1676ae1015eb
"Media komunikasi, Design, dan IT (Tim Pengabdian)",Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/8e5e7e93-fc5b-11ee-b6e4-26f2c2568149
Data Annotator (Blockchain),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/65dc53c8-f19c-11ee-9129-da28f9df4d8d
Artificial Intelligence (AI) Engineer (Blockchain),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/c9f6390b-f19b-11ee-9129-da28f9df4d8d
Metaverse Grapich Desainer (Blockchain),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/59f02d66-f19b-11ee-9129-da28f9df4d8d
Infrastructure Adm (Blockchain),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/5be5c7b4-f19a-11ee-bf75-32cfa9fc582e
Blockchain / Web3 Developer,Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/473af61b-f192-11ee-bf75-32cfa9fc582e
Metaverse Developer (Blockchain),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/a2e33634-f192-11ee-af0a-42786e9b30fb
Database Engineer (SISTER-BKD),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/4a5f4f45-f18e-11ee-af0a-42786e9b30fb
QA Enginnering (SISTER-BKD),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/cc7d6cb3-f190-11ee-bf75-32cfa9fc582e
UI/UX Engineer (SISTER-BKD),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/f54d41e1-f18d-11ee-af0a-42786e9b30fb
Fullstack Developer (SISTER-BKD),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/68a0e3f4-f18d-11ee-bf75-32cfa9fc582e
DevOps (PDDikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/cd5ca9f5-f183-11ee-bf75-32cfa9fc582e
Front-End Developer (PDDikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/417ff546-f177-11ee-9129-da28f9df4d8d
UI/UX Designer (PDDikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/c83a57b2-f173-11ee-af0a-42786e9b30fb
Back-End Developer (PDDikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/3f1db91a-f173-11ee-af0a-42786e9b30fb
 Data Scientist (PDDikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/bfe2fc1f-f16e-11ee-bf75-32cfa9fc582e
 QA Engineering (PDDikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/dc8cfd57-f16c-11ee-af0a-42786e9b30fb
 Mobile Developer Android + ios (Satudikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/55ccb268-f0a6-11ee-92bb-b27cd062ba27
UI/UX Designer (Satudikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/d2f2adc8-f0a5-11ee-92bb-b27cd062ba27
Quality Assurance (Satudikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/7532f704-f0a5-11ee-9c51-1aff99471513
Back-End Developer (Satudikti),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/0a9eb7ab-f0a5-11ee-92bb-b27cd062ba27
Fullstack Developer (BMN),Dikti,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55eb611a-16ed-4166-adf7-3254e22ba206/373fd2b3-049d-11ef-9e17-0a54edb93563
Pengolah Data,DINAS KOPERASI USAHA KECIL DAN MENENNGAH DAN PERDAGANGAN KOTA SURABAYA,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ed15d10c-c71d-4a84-ac3f-1f416fca9327/cf2c6b0b-fd55-11ee-9648-aa9bf47860c9
System Development,PT Mega Manunggal Property Tbk,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50c5b34c-86d0-4b26-99cd-87281127009a/7a25e80c-fc9b-11ee-a0c9-42fbd8755c1a
IT Developer,PT Mega Manunggal Property Tbk,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50c5b34c-86d0-4b26-99cd-87281127009a/36cbaf5a-fc90-11ee-be48-1676ae1015eb
Front-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/737662ed-fafe-11ee-82ee-42fdda477ac9
Instruktur Cyber Security,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/7cc8f629-f68d-11ee-af0a-42786e9b30fb
UI/UX Designer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/e08d9599-f64b-11ee-af0a-42786e9b30fb
System Analyst,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/fbb6c17f-faff-11ee-9129-da28f9df4d8d
Front-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/15efb6d8-f629-11ee-bf75-32cfa9fc582e
Instruktur Data Science,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/4a074728-f68f-11ee-af0a-42786e9b30fb
Instruktur Full Stack Programming,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/0cde0df4-f690-11ee-bf75-32cfa9fc582e
Back-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/41afb8c6-f628-11ee-bf75-32cfa9fc582e
Back-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/9e7ae1d8-f626-11ee-bf75-32cfa9fc582e
Instruktur Data Science,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/53ca3660-f5e2-11ee-9129-da28f9df4d8d
Back-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/353c53bf-f624-11ee-af0a-42786e9b30fb
Back-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/d20fa959-fb00-11ee-82ee-42fdda477ac9
Instruktur Cyber Security,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/c2630c0b-f5de-11ee-bf75-32cfa9fc582e
Front-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/609e5141-f5e1-11ee-bf75-32cfa9fc582e
Instruktur UI/UX,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/3ca45ef1-fb01-11ee-bf75-32cfa9fc582e
Instruktur Full Stack Programming,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/daf79f40-f622-11ee-af0a-42786e9b30fb
Back-End Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/a85f0174-f693-11ee-af0a-42786e9b30fb
UI/UX Designer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/f3a39433-f697-11ee-af0a-42786e9b30fb
Android Developer,BISA AI ACADEMY,Kota Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/cfca8159-1096-4dd6-a3b7-ab0da4507cc6/d93376c4-f692-11ee-af0a-42786e9b30fb
